,indice,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,Address2,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel,Pattern_Add1
9923,7508,LIEU DIT PARADIS 83470 OLLIERES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT PARADIS,NONE,83470.0,OLLIERES,FRANCE,PLACE DU FEU 24100 BERGERAC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DU FEU,NONE,24100.0,BERGERAC,FRANCE,NoMatch,RN C
9924,7509,RUE DES FRERES MERCIER 25000 BESANCON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DES FRERES MERCIER,NONE,25000.0,BESANCON,FRANCE,LES CHESNAIES 37510 SAVONNIERES FRANCE,NONE,NONE,NONE,LES CHESNAIES,NONE,NONE,NONE,NONE,37510.0,SAVONNIERES,FRANCE,NoMatch,RN C
9925,7511,LIEU DIT DRESSAIS 36120 ARDENTES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT DRESSAIS,NONE,36120.0,ARDENTES,FRANCE,ZONE EUROFRET RUE DE L'EUROPE 59279 CRAYWICK FRANCE,NONE,NONE,NONE,ZONE EUROFRET,NONE,NONE,RUE DE L'EUROPE,NONE,59279.0,CRAYWICK,FRANCE,NoMatch,RN C
9926,10677,AVENUE DE LA CORNICHE BLEUE 83600 FREJUS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA CORNICHE BLEUE,NONE,83600.0,FREJUS,FRANCE,15 RUE DE LA RIZE 69003 LYON FRANCE,NONE,NONE,NONE,NONE,NONE,15,RUE DE LA RIZE,NONE,69003.0,LYON,FRANCE,NoMatch,RN C
9927,10813,CHEMIN VIEUX DE SAINT ANDIOL 13440 CABANNES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,CHEMIN VIEUX DE SAINT ANDIOL,NONE,13440.0,CABANNES,FRANCE,PORT DE COUZE 24150 COUZE-ET-SAINT-FRONT FRANCE,NONE,NONE,PORT DE COUZE,NONE,NONE,NONE,NONE,NONE,24150.0,COUZE-ET-SAINT-FRONT,FRANCE,NoMatch,RN C
9928,9562,AVENUE DU PERCHE 61300 L'AIGLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DU PERCHE,NONE,61300.0,L'AIGLE,FRANCE,RESIDENCE LE GRAND PAVOI PLACE DES VICTOIRES 85000 LA ROCHE SUR YON FRANCE,NONE,RESIDENCE LE GRAND PAVOI,NONE,NONE,NONE,NONE,PLACE DES VICTOIRES,NONE,85000.0,LA ROCHE SUR YON,FRANCE,NoMatch,RN C
9929,8642,LIEU DIT LA TUILERIE 71580 BEAUREPAIRE-EN-BRESSE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LA TUILERIE,NONE,71580.0,BEAUREPAIRE-EN-BRESSE,FRANCE,MAISON DE PAYS 1 PLACE DE L' HOTEL DE VILLE 3160 BOURBON L'ARCHAMBAULT FRANCE,NONE,NONE,NONE,MAISON DE PAYS,NONE,1,PLACE DE L' HOTEL DE VILLE,NONE,3160.0,BOURBON L'ARCHAMBAULT,FRANCE,NoMatch,RN C
9930,8406,AVENUE DE LA LIBERATION 63530 VOLVIC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA LIBERATION,NONE,63530.0,VOLVIC,FRANCE,RUE GRANDE 16230 MANSLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE GRANDE,NONE,16230.0,MANSLE,FRANCE,NoMatch,RN C
9931,8404,RUE DU CALVAIRE 76190 YVETOT FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU CALVAIRE,NONE,76190.0,YVETOT,FRANCE,RUE SAN LAZARO 20000 AJACCIO FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE SAN LAZARO,NONE,20000.0,AJACCIO,FRANCE,NoMatch,RN C
9932,10809,RUE DE LOCTUDY 29200 BREST FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LOCTUDY,NONE,29200.0,BREST,FRANCE,28 RUE AUGUSTE COMTE 34500 BEZIERS FRANCE,NONE,NONE,NONE,NONE,NONE,28,RUE AUGUSTE COMTE,NONE,34500.0,BEZIERS,FRANCE,NoMatch,RN C
9933,8403,QUAI SUD 76470 LE TREPORT FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,QUAI SUD,NONE,76470.0,LE TREPORT,FRANCE,CITE SCOLAIRE PIERRE FOREST 59600 MAUBEUGE FRANCE,NONE,NONE,NONE,NONE,CITE SCOLAIRE PIERRE FOREST,NONE,NONE,NONE,59600.0,MAUBEUGE,FRANCE,NoMatch,RN C
9934,10688,BOULEVARD GAMBETTA 30700 UZES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,BOULEVARD GAMBETTA,NONE,30700.0,UZES,FRANCE,RESIDENCE BEAUCHAMPS 1 PLACE ALESSANDRIA 95100 ARGENTEUIL FRANCE,NONE,RESIDENCE BEAUCHAMPS,NONE,NONE,NONE,1,PLACE ALESSANDRIA,NONE,95100.0,ARGENTEUIL,FRANCE,NoMatch,RN C
9935,8627,LIEU DIT PLAN 86350 SAINT-SECONDIN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT PLAN,NONE,86350.0,SAINT-SECONDIN,FRANCE,FAUBOURG D ANTRAIGUES 7600 VALS-LES-BAINS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,FAUBOURG D ANTRAIGUES,NONE,7600.0,VALS-LES-BAINS,FRANCE,NoMatch,RN C
9936,9495,AVENUE SAINT NICOLAS 6400 CANNES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE SAINT NICOLAS,NONE,6400.0,CANNES,FRANCE,AVENUE DU MARECHAL LYAUTEY 83240 CAVALAIRE-SUR-MER FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DU MARECHAL LYAUTEY,NONE,83240.0,CAVALAIRE-SUR-MER,FRANCE,NoMatch,RN C
9937,9272,RUE SAN LAZARO 20000 AJACCIO FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE SAN LAZARO,NONE,20000.0,AJACCIO,FRANCE,43 AVENUE MARECHAL JOFFRE 66740 SAINT-GENIS-DES-FONTAINES FRANCE,NONE,NONE,NONE,NONE,NONE,43,AVENUE MARECHAL JOFFRE,NONE,66740.0,SAINT-GENIS-DES-FONTAINES,FRANCE,NoMatch,RN C
9938,9499,AVENUE ALEXIS CARREL 83370 FREJUS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE ALEXIS CARREL,NONE,83370.0,FREJUS,FRANCE,171 ROUTE DE LODEVE 34990 JUVIGNAC FRANCE,NONE,NONE,NONE,NONE,NONE,171,ROUTE DE LODEVE,NONE,34990.0,JUVIGNAC,FRANCE,NoMatch,RN C
9939,7484,BOULEVARD FREDERIC MISTRAL 13800 ISTRES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,BOULEVARD FREDERIC MISTRAL,NONE,13800.0,ISTRES,FRANCE,CITE DE LA CHABOSSIERE 44220 COUERON FRANCE,NONE,NONE,NONE,NONE,CITE DE LA CHABOSSIERE,NONE,NONE,NONE,44220.0,COUERON,FRANCE,NoMatch,RN C
9940,8455,RUE DES HALLES 6400 CANNES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DES HALLES,NONE,6400.0,CANNES,FRANCE,59 GRANDE RUE 71100 CHALON-SUR-SAONE FRANCE,NONE,NONE,NONE,NONE,NONE,59,GRANDE RUE,NONE,71100.0,CHALON-SUR-SAONE,FRANCE,NoMatch,RN C
9941,10703,RUE BASSE 34800 LACOSTE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE BASSE,NONE,34800.0,LACOSTE,FRANCE,57 AVENUE J B CLEMENT 92100 BOULOGNE-BILLANCOURT FRANCE,NONE,NONE,NONE,NONE,NONE,57,AVENUE J B CLEMENT,NONE,92100.0,BOULOGNE-BILLANCOURT,FRANCE,NoMatch,RN C
9942,9504,RUE DE LA RESISTANCE 38950 SAINT-MARTIN-LE-VINOUX FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA RESISTANCE,NONE,38950.0,SAINT-MARTIN-LE-VINOUX,FRANCE,32 RUE DES GRANGES 70200 ROYE FRANCE,NONE,NONE,NONE,NONE,NONE,32,RUE DES GRANGES,NONE,70200.0,ROYE,FRANCE,NoMatch,RN C
9943,9505,QUAI DE VALMY 75010 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,QUAI DE VALMY,NONE,75010.0,PARIS,FRANCE,LOTISSEMENT BELLEVUE VILLA PHIPPS 22 97170 PETIT-BOURG FRANCE,NONE,LOTISSEMENT BELLEVUE VILLA PHIPPS 22,NONE,NONE,NONE,NONE,NONE,NONE,97170.0,PETIT-BOURG,FRANCE,NoMatch,RN C
9944,7486,LIEU DIT LES PETITS FOSSES 18360 LA CELETTE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LES PETITS FOSSES,NONE,18360.0,LA CELETTE,FRANCE,9 PLACE LA FAYETTE 2100 SAINT-QUENTIN FRANCE,NONE,NONE,NONE,NONE,NONE,9,PLACE LA FAYETTE,NONE,2100.0,SAINT-QUENTIN,FRANCE,NoMatch,RN C
9945,7503,RUE DES ECOLES 80160 ORESMAUX FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DES ECOLES,NONE,80160.0,ORESMAUX,FRANCE,RUE DE METZ VALLON DE BRIEY 54150 VAL DE BRIEY FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE METZ VALLON DE BRIEY,NONE,54150.0,VAL DE BRIEY,FRANCE,NoMatch,RN C
9946,8616,AVENUE DE LA REPUBLIQUE 63000 CLERMONT-FERRAND FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA REPUBLIQUE,NONE,63000.0,CLERMONT-FERRAND,FRANCE,103 RUE GRANDE 25870 VALLEROY FRANCE,NONE,NONE,NONE,NONE,NONE,103,RUE GRANDE,NONE,25870.0,VALLEROY,FRANCE,NoMatch,RN C
9947,8620,LIEU DIT LA CHAPELLERIE 44470 THOUARE-SUR-LOIRE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LA CHAPELLERIE,NONE,44470.0,THOUARE-SUR-LOIRE,FRANCE,19 RUE DES ECOLES 94140 ALFORTVILLE FRANCE,NONE,NONE,NONE,NONE,NONE,19,RUE DES ECOLES,NONE,94140.0,ALFORTVILLE,FRANCE,NoMatch,RN C
9948,9515,LIEU DIT LES BASSINES 42920 CHALMAZEL-JEANSAGNIERE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LES BASSINES,NONE,42920.0,CHALMAZEL-JEANSAGNIERE,FRANCE,CHABANT 87400 SAINT-LEONARD-DE-NOBLAT FRANCE,NONE,NONE,NONE,CHABANT,NONE,NONE,NONE,NONE,87400.0,SAINT-LEONARD-DE-NOBLAT,FRANCE,NoMatch,RN C
9949,7491,QUAI DE LA GARE 83340 LE CANNET-DES-MAURES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,QUAI DE LA GARE,NONE,83340.0,LE CANNET-DES-MAURES,FRANCE,ZONE ARTISANALE 1 ROUTE D AGENCOURT 21700 NUITS-SAINT-GEORGES FRANCE,NONE,NONE,NONE,ZONE ARTISANALE,NONE,1,ROUTE D AGENCOURT,NONE,21700.0,NUITS-SAINT-GEORGES,FRANCE,NoMatch,RN C
9950,7492,RUE DU COMMERCE 63310 RANDAN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU COMMERCE,NONE,63310.0,RANDAN,FRANCE,RUE BERTRAND GESLIN 44000 NANTES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE BERTRAND GESLIN,NONE,44000.0,NANTES,FRANCE,NoMatch,RN C
9951,9519,CHEMIN DE JOCELYN 73100 AIX-LES-BAINS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,CHEMIN DE JOCELYN,NONE,73100.0,AIX-LES-BAINS,FRANCE,QUAI GENERAL LECLERC 13500 MARTIGUES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,QUAI GENERAL LECLERC,NONE,13500.0,MARTIGUES,FRANCE,NoMatch,RN C
9952,8625,AVENUE FREDERIC MISTRAL 13013 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE FREDERIC MISTRAL,NONE,13013.0,MARSEILLE,FRANCE,MAIRIE 39300 SIROD FRANCE,NONE,NONE,NONE,MAIRIE,NONE,NONE,NONE,NONE,39300.0,SIROD,FRANCE,NoMatch,RN C
9953,9525,HAMEAU LES RUZ 74250 SAINT-JEAN-DE-THOLOME FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,HAMEAU LES RUZ,NONE,74250.0,SAINT-JEAN-DE-THOLOME,FRANCE,RUE DU GENERAL LECLERC 76000 ROUEN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU GENERAL LECLERC,NONE,76000.0,ROUEN,FRANCE,NoMatch,RN C
9954,9527,PLACE DOCTEUR ALFRED PIPET 63610 BESSE-ET-SAINT-ANASTAISE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DOCTEUR ALFRED PIPET,NONE,63610.0,BESSE-ET-SAINT-ANASTAISE,FRANCE,14 RUE NATIONALE 92100 BOULOGNE-BILLANCOURT FRANCE,NONE,NONE,NONE,NONE,NONE,14,RUE NATIONALE,NONE,92100.0,BOULOGNE-BILLANCOURT,FRANCE,NoMatch,RN C
9955,9528,AVENUE JEAN ROSTAND 64100 BAYONNE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE JEAN ROSTAND,NONE,64100.0,BAYONNE,FRANCE,LA GARENNE 36700 SAINT-CYRAN-DU-JAMBOT FRANCE,NONE,NONE,NONE,LA GARENNE,NONE,NONE,NONE,NONE,36700.0,SAINT-CYRAN-DU-JAMBOT,FRANCE,NoMatch,RN C
9956,10699,RUE DE LA REPUBLIQUE 67800 HOENHEIM FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA REPUBLIQUE,NONE,67800.0,HOENHEIM,FRANCE,LIEU DIT JUNAYME 31440 FRONSAC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT JUNAYME,NONE,31440.0,FRONSAC,FRANCE,NoMatch,RN C
9957,8645,AVENUE HENRI DELUC 24750 BOULAZAC ISLE MANOIRE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE HENRI DELUC,NONE,24750.0,BOULAZAC ISLE MANOIRE,FRANCE,15 AVENUE DU 11 NOVEMBRE 63600 AMBERT FRANCE,NONE,NONE,NONE,NONE,NONE,15,AVENUE DU 11 NOVEMBRE,NONE,63600.0,AMBERT,FRANCE,NoMatch,RN C
9958,7515,PLACE DE L'EGLISE 43100 SAINT-BEAUZIRE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE L'EGLISE,NONE,43100.0,SAINT-BEAUZIRE,FRANCE,4 AVENUE LEON DELOYE 6340 LA TRINITE FRANCE,NONE,NONE,NONE,NONE,NONE,4,AVENUE LEON DELOYE,NONE,6340.0,LA TRINITE,FRANCE,NoMatch,RN C
9959,8646,AVENUE DES FLEURS 38790 DIEMOZ FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DES FLEURS,NONE,38790.0,DIEMOZ,FRANCE,65 CHEMIN SALINIE 31100 TOULOUSE FRANCE,NONE,NONE,NONE,NONE,NONE,65,CHEMIN SALINIE,NONE,31100.0,TOULOUSE,FRANCE,NoMatch,RN C
9960,10654,RUE GAMBETTA 47600 NERAC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE GAMBETTA,NONE,47600.0,NERAC,FRANCE,RESIDENCE OPEN SUD 40660 MOLIETS-ET-MAA FRANCE,NONE,RESIDENCE OPEN SUD,NONE,NONE,NONE,NONE,NONE,NONE,40660.0,MOLIETS-ET-MAA,FRANCE,NoMatch,RN C
9961,9218,PLACE PASTEUR 38950 SAINT-MARTIN-LE-VINOUX FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE PASTEUR,NONE,38950.0,SAINT-MARTIN-LE-VINOUX,FRANCE,TECHNOPOLE D'AIX LES MILLES 440 RUE FREDERIC JOLIOT BP 70171 13080 AIX-EN-PROVENCE FRANCE,NONE,NONE,NONE,TECHNOPOLE D'AIX LES MILLES,NONE,440,RUE FREDERIC JOLIOT,BP 70171,13080.0,AIX-EN-PROVENCE,FRANCE,NoMatch,RN C
9962,8365,ROUTE DE GENAS 69500 BRON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE GENAS,NONE,69500.0,BRON,FRANCE,2 ROUTE DES GALINOUX 24100 CREYSSE FRANCE,NONE,NONE,NONE,NONE,NONE,2,ROUTE DES GALINOUX,NONE,24100.0,CREYSSE,FRANCE,NoMatch,RN C
9963,7531,ROUTE DE REVEL 31180 CASTELMAUROU FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE REVEL,NONE,31180.0,CASTELMAUROU,FRANCE,IMMEUBLE MICHELET RASPAIL 38 RUE MICHELET 76600 LE HAVRE FRANCE,NONE,IMMEUBLE MICHELET RASPAIL,NONE,NONE,NONE,38,RUE MICHELET,NONE,76600.0,LE HAVRE,FRANCE,NoMatch,RN C
9964,9089,QUAI ARRIAGOSSE 65700 VIDOUZE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,QUAI ARRIAGOSSE,NONE,65700.0,VIDOUZE,FRANCE,27 RUE DU 19 MARS 1962 94500 CHAMPIGNY-SUR-MARNE FRANCE,NONE,NONE,NONE,NONE,NONE,27,RUE DU 19 MARS 1962,NONE,94500.0,CHAMPIGNY-SUR-MARNE,FRANCE,NoMatch,RN C
9965,8362,AVENUE GENERAL LECLERC 24160 SAINT-RAPHAEL FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE GENERAL LECLERC,NONE,24160.0,SAINT-RAPHAEL,FRANCE,52 CARREFOUR MAJOR FRANKLIN LOUIS ROBINSON 83140 SIX-FOURS-LES-PLAGES FRANCE,NONE,NONE,NONE,NONE,NONE,52,CARREFOUR MAJOR FRANKLIN LOUIS ROBINSON,NONE,83140.0,SIX-FOURS-LES-PLAGES,FRANCE,NoMatch,RN C
9966,8361,ROUTE DE CANNES 83600 FREJUS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE CANNES,NONE,83600.0,FREJUS,FRANCE,3 RUE DES CHANGUETTES 28260 GILLES FRANCE,NONE,NONE,NONE,NONE,NONE,3,RUE DES CHANGUETTES,NONE,28260.0,GILLES,FRANCE,NoMatch,RN C
9967,10650,RUE DE LA REPUBLIQUE 71350 VERDUN-SUR-LE-DOUBS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA REPUBLIQUE,NONE,71350.0,VERDUN-SUR-LE-DOUBS,FRANCE,63 GRANDE RUE 1290 PONT-DE-VEYLE FRANCE,NONE,NONE,NONE,NONE,NONE,63,GRANDE RUE,NONE,1290.0,PONT-DE-VEYLE,FRANCE,NoMatch,RN C
9968,7532,RUE DU COLLET 6200 NICE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU COLLET,NONE,6200.0,NICE,FRANCE,79 BOULEVARD ESTREES 86100 CHATELLERAULT FRANCE,NONE,NONE,NONE,NONE,NONE,79,BOULEVARD ESTREES,NONE,86100.0,CHATELLERAULT,FRANCE,NoMatch,RN C
9969,10822,PLACE DE LA LIBERATION 87260 PIERRE-BUFFIERE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE LA LIBERATION,NONE,87260.0,PIERRE-BUFFIERE,FRANCE,CITE FALGUIERE 8 75015 PARIS FRANCE,NONE,NONE,NONE,NONE,CITE FALGUIERE,8,NONE,NONE,75015.0,PARIS,FRANCE,NoMatch,RN C
9970,8360,AVENUE HENRI OUZILLEAU 91600 SAVIGNY-SUR-ORGE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE HENRI OUZILLEAU,NONE,91600.0,SAVIGNY-SUR-ORGE,FRANCE,RESIDENCE SAINT LAURENT 11 BOULEVARD JEAN JAURES 45000 ORLEANS FRANCE,NONE,RESIDENCE SAINT LAURENT,NONE,NONE,NONE,11,BOULEVARD JEAN JAURES,NONE,45000.0,ORLEANS,FRANCE,NoMatch,RN C
9971,8659,PLACE DU GRAND CENTRE 41100 SAINT OUEN L'AUMONE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DU GRAND CENTRE,NONE,41100.0,SAINT OUEN L'AUMONE,FRANCE,4 IMPASSE AUGUSTE CHABAUD 13200 ARLES FRANCE,NONE,NONE,NONE,NONE,NONE,4,IMPASSE AUGUSTE CHABAUD,NONE,13200.0,ARLES,FRANCE,NoMatch,RN C
9972,9633,LIEU DIT GRAND PLACE 59146 PECQUENCOURT FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT GRAND PLACE,NONE,59146.0,PECQUENCOURT,FRANCE,PLACE LUCIEN DE GRACIA 33120 ARCACHON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE LUCIEN DE GRACIA,NONE,33120.0,ARCACHON,FRANCE,NoMatch,RN C
9973,8663,LIEU DIT VOLPITERE 82500 LE CAUSE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT VOLPITERE,NONE,82500.0,LE CAUSE,FRANCE,QUAI DE VALMY 75010 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,QUAI DE VALMY,NONE,75010.0,PARIS,FRANCE,NoMatch,RN C
9974,10825,RUE MARCO POLO 83250 LA LONDE-LES-MAURES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE MARCO POLO,NONE,83250.0,LA LONDE-LES-MAURES,FRANCE,32 RUE DE MAUBEUGE 75009 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,32,RUE DE MAUBEUGE,NONE,75009.0,PARIS,FRANCE,NoMatch,RN C
9975,9639,ALLEE SAINT ROCH 59400 CAMBRAI FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ALLEE SAINT ROCH,NONE,59400.0,CAMBRAI,FRANCE,IMMEUBLE DDE SAINT PHY 39200 SAINT-CLAUDE FRANCE,NONE,IMMEUBLE DDE SAINT PHY,NONE,NONE,NONE,NONE,NONE,NONE,39200.0,SAINT-CLAUDE,FRANCE,NoMatch,RN C
9976,8665,RUE SAINTE CATHERINE 69001 LYON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE SAINTE CATHERINE,NONE,69001.0,LYON,FRANCE,6 RUE DE L ASSOMPTION 20000 AJACCIO FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE DE L ASSOMPTION,NONE,20000.0,AJACCIO,FRANCE,NoMatch,RN C
9977,9641,PLACE DE L'EGLISE 84240 GRAMBOIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE L'EGLISE,NONE,84240.0,GRAMBOIS,FRANCE,LA CROIX DES MARINS BP 18 BOX 408 419 420 44480 DONGES FRANCE,NONE,NONE,NONE,LA CROIX DES MARINS,NONE,NONE,NONE,BP 18 BOX 408 419 420,44480.0,DONGES,FRANCE,NoMatch,RN C
9978,9207,PLACE ILE DE BEAUTE 6200 NICE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE ILE DE BEAUTE,NONE,6200.0,NICE,FRANCE,CITE JUDICIAIRE RUE DES FRERES BONIE 33000 BORDEAUX FRANCE,NONE,NONE,NONE,NONE,CITE JUDICIAIRE,NONE,RUE DES FRERES BONIE,NONE,33000.0,BORDEAUX,FRANCE,NoMatch,RN C
9979,8670,PLACE DE L'EGLISE 30940 SAINT-ANDRE-DE-VALBORGNE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE L'EGLISE,NONE,30940.0,SAINT-ANDRE-DE-VALBORGNE,FRANCE,LIEU DIT LA GARENNE AVENUE MAL JOFFRE 31800 SAINT-GAUDENS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LA GARENNE AVENUE MAL JOFFRE,NONE,31800.0,SAINT-GAUDENS,FRANCE,NoMatch,RN C
9980,10643,LIEU DIT AUTOURIERE 83680 LA GARDE-FREINET FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT AUTOURIERE,NONE,83680.0,LA GARDE-FREINET,FRANCE,ZONE DE CONDITIONNEMENT 22500 PAIMPOL FRANCE,NONE,NONE,NONE,ZONE DE CONDITIONNEMENT,NONE,NONE,NONE,NONE,22500.0,PAIMPOL,FRANCE,NoMatch,RN C
9981,8373,LIEU DIT THUET 16170 BONNEVILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT THUET,NONE,16170.0,BONNEVILLE,FRANCE,34 RUE AUGUSTE RENOIR 6200 NICE FRANCE,NONE,NONE,NONE,NONE,NONE,34,RUE AUGUSTE RENOIR,NONE,6200.0,NICE,FRANCE,NoMatch,RN C
9982,7526,RUE VIEILLE 1570 MANZIAT FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE VIEILLE,NONE,1570.0,MANZIAT,FRANCE,RUE FERRER 59155 FACHES-THUMESNIL FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE FERRER,NONE,59155.0,FACHES-THUMESNIL,FRANCE,NoMatch,RN C
9983,9223,ROUTE NATIONALE MARCHE GARE 45770 SARAN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE NATIONALE MARCHE GARE,NONE,45770.0,SARAN,FRANCE,ZAC DU RUTON AVENUE JEAN MONNET 37160 DESCARTES FRANCE,NONE,NONE,NONE,ZAC DU RUTON,NONE,NONE,AVENUE JEAN MONNET,NONE,37160.0,DESCARTES,FRANCE,NoMatch,RN C
9984,9236,RUE DE LA FONTAINE 84240 GRAMBOIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA FONTAINE,NONE,84240.0,GRAMBOIS,FRANCE,6 LA SALLE 13320 BOUC-BEL-AIR FRANCE,NONE,NONE,NONE,NONE,NONE,6,LA SALLE,NONE,13320.0,BOUC-BEL-AIR,FRANCE,NoMatch,RN C
9985,10667,ROUTE NATIONALE 20 9000 FOIX FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE NATIONALE 20,NONE,9000.0,FOIX,FRANCE,93 ROUTE DES GARDES 92190 MEUDON FRANCE,NONE,NONE,NONE,NONE,NONE,93,ROUTE DES GARDES,NONE,92190.0,MEUDON,FRANCE,NoMatch,RN C
9986,8394,HAMEAU DU CARREAU 76700 SAINT-LAURENT-DE-BREVEDENT FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,HAMEAU DU CARREAU,NONE,76700.0,SAINT-LAURENT-DE-BREVEDENT,FRANCE,2 ROUTE DE VIC 64160 SAINT-JAMMES FRANCE,NONE,NONE,NONE,NONE,NONE,2,ROUTE DE VIC,NONE,64160.0,SAINT-JAMMES,FRANCE,NoMatch,RN C
9987,8392,RUE DU SAC 62111 HEBUTERNE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU SAC,NONE,62111.0,HEBUTERNE,FRANCE,174 AVENUE DE VERDUN 83600 FREJUS FRANCE,NONE,NONE,NONE,NONE,NONE,174,AVENUE DE VERDUN,NONE,83600.0,FREJUS,FRANCE,NoMatch,RN C
