companyI,AddI,CompanyK,AddK,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel
MORIN LOGISTIC,14 impasse du Roussillon 38070 SAINT QUENTIN FALLAVIER France,MORIN LOGISTIC,26 RUE DES CHAPELLES 26 40 38070 SAINT QUENTIN FALLAVIER France,NONE,NONE,NONE,NONE,NONE,14,IMPASSE DU ROUSSILLON,NONE,38070,SAINT QUENTIN,FRANCE,NONE,NONE,NONE,NONE,NONE,26,RUE DES CHAPELLES,NONE,38070,SAINT QUENTIN,FRANCE,NoMatch
DHL 75 - DANZAS 75 PARIS 2,23 rue Feydeau 75002 PARIS France,DHL INTERNATIONAL EXPRESS FRANCE,189 RUE D AUBERVILLIERS 75018 PARIS 18 France,NONE,NONE,NONE,NONE,NONE,23,RUE FEYDEAU,NONE,75002,PARIS,FRANCE,NONE,NONE,NONE,NONE,NONE,189,RUE D AUBERVILLIERS,NONE,75018,PARIS,FRANCE,NoMatch
OVALIE TRANSPORTS,"ZI Croix Sud - 1, avenue du Forum 11100 NARBONNE France",OVALIE FINANCE,1 BD GAMBETTA 11100 NARBONNE France,NONE,NONE,NONE,ZONE INDUSTRIELLE CROIX SUD,NONE,1,AVENUE DU FORUM,NONE,11100,NARBONNE,FRANCE,NONE,NONE,NONE,NONE,NONE,1,BOULEVARD GAMBETTA,NONE,11100,NARBONNE,FRANCE,NoMatch
AXE LOGISTICS,300 Rue Alexandre Richetta 69400 69400 VILLEFRANCHE SUR SAONE France,AXE LOGISTICS,138 RUE PHILIPPE HERON 69400 VILLEFRANCHE SUR SAONE France,NONE,NONE,NONE,NONE,NONE,300,RUE ALEXANDRE RICHETTA,NONE,69400,VILLEFRANCHE,FRANCE,NONE,NONE,NONE,NONE,NONE,138,RUE PHILIPPE HERON,NONE,69400,VILLEFRANCHE,FRANCE,NoMatch
VOS LOGISTICS BRETAGNE,parc Activite D 35370 ETRELLES France,THALES DMS FRANCE SAS,ZA PIQUET CAP BRETAGNE 35370 ETRELLES France,NONE,NONE,NONE,PARC ACTIVITE D,NONE,NONE,NONE,NONE,35370,ETRELLES,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE PIQUET CAP BRETAGNE,NONE,NONE,NONE,NONE,35370,ETRELLES,FRANCE,NoMatch
TRANSPORTS ARCHEREAU,9 Rue de la Haie Arrt 08000 PRIX LES MEZIERES France,TRANSPORTS ARCHEREAU,42 RUE DU STADE 08000 PRIX LES MEZIERES France,NONE,NONE,NONE,NONE,NONE,9,RUE DE LA HAIE ARRT,NONE,8000,PRIX LES MEZIERES,FRANCE,NONE,NONE,NONE,NONE,NONE,42,RUE DU STADE,NONE,8000,PRIX LES MEZIERES,FRANCE,NoMatch
TRANSPORTS VIGNERON,1135 rue Lavoisier 54710 LUDRES France,VIGNERON LOGISTIQUE,1120 RUE LAVOISIER 54710 LUDRES France,NONE,NONE,NONE,NONE,NONE,1135,RUE LAVOISIER,NONE,54710,LUDRES,FRANCE,NONE,NONE,NONE,NONE,NONE,1120,RUE LAVOISIER,NONE,54710,LUDRES,FRANCE,PartialMatch
SA TRANSPORTS LEROY,ZI Galance 62430 SALLAUMINES France,SA DES TRANSPORTS LEROY TRANSPORTS LEROY,RUE DU MARAIS PARC ACTIVITES GALANCE 62430 SALLAUMINES France,NONE,NONE,NONE,ZONE INDUSTRIELLE GALANCE,NONE,NONE,NONE,NONE,62430,SALLAUMINES,FRANCE,NONE,NONE,NONE,PARC ACTIVITE GALANCE,NONE,NONE,RUE DU MARAIS,NONE,62430,SALLAUMINES,FRANCE,PartialMatch
MATHEZ TRANSPORTS INTERNATIONAUX,Aroport Nice Cote d'Azur Terminal Cargo CS 5310 06202 NICE CEDEX 3 France,MATHEZ TRANSPORTS INTERNATIONAUX MATHEZ TRANSPORTS INTERNATIONAUX S.A.,AV EMMANUEL PONTREMOLI NICE LA PLAINE BAT C2 06200 NICE France,NONE,NONE,AROPORT NICE COTE D'AZUR TERMINAL CARGO,NONE,NONE,NONE,NONE,NONE,6202,NICE,FRANCE,NONE,BATIMENT C2,NONE,NONE,NONE,NONE,AVENUE EMMANUEL PONTREMOLI NICE LA PLAINE,NONE,6200,NICE,FRANCE,NoMatch
HEMMERLIN,12 Rue des Cevennes 68390 SAUSHEIM France,MONSIEUR PIERRE HEMMERLIN,RUE NEUVE 68390 SAUSHEIM France,NONE,NONE,NONE,NONE,NONE,12,RUE DES CEVENNES,NONE,68390,SAUSHEIM,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE NEUVE,NONE,68390,SAUSHEIM,FRANCE,NoMatch
CHALLENGE INTERNATIONAL,2 rue Vincent Van Gogh BP69 76290 MONTIVILLIERS France,XP LOG CHALLENGE,2 RUE VINCENT VAN GOGH 76290 MONTIVILLIERS France,NONE,NONE,NONE,NONE,NONE,2,RUE VINCENT VAN GOGH,BP 69,76290,MONTIVILLIERS,FRANCE,NONE,NONE,NONE,NONE,NONE,2,RUE VINCENT VAN GOGH,NONE,76290,MONTIVILLIERS,FRANCE,Match
MORCELLIN TRANSPORTS,RN 92 21 38160 CHATTE France,PETANQUODROME PAYS SAINT-MARCELLIN PETANQUODROME DU PAYS DE SAINT-MARCELLIN,2420 RTE DE ROMANS 38160 CHATTE France,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE NATIONALE 92,NONE,38160,CHATTE,FRANCE,NONE,NONE,NONE,NONE,NONE,2420,ROUTE DE ROMANS,NONE,38160,CHATTE,FRANCE,NoMatch
PERROCHEAU ET FILS,ZI ROUSSILLON 44650 LEGE France,TRANSPORTS PERROCHEAU ET FILS,2 RUE DU ROUSSILLON PARC D'ACTIVITES LEGE NORD 44650 LEGE France,NONE,NONE,NONE,ZONE INDUSTRIELLE ROUSSILLON,NONE,NONE,NONE,NONE,44650,LEGE,FRANCE,NONE,NONE,NONE,PARC ACTIVITERC D'ACTIVITES LEGE NORD,NONE,2,RUE DU ROUSSILLON,NONE,44650,LEGE,FRANCE,NoMatch
TRANSPORTS BOURIN,4 AVENUE DU CANAL DU BERRY 03100 MONTLUCON France,COMITE D ENTREPRISE TRANSPORTS BOURIN,21 RUE BENOIST D AZY 03100 MONTLUCON France,NONE,NONE,NONE,NONE,NONE,4,AVENUE DU CANAL DU BERRY,NONE,3100,MONTLUCON,FRANCE,NONE,NONE,NONE,NONE,NONE,21,RUE BENOIST D AZY,NONE,3100,MONTLUCON,FRANCE,NoMatch
STRALOG TRANSPORTS,"120, Rue Jules Siegfried 76600 LE HAVRE France",STRALOG TRANSPORTS,QUAI DE SOUTHAMPTON BAT FRET TERMINAL IRLANDE 76600 LE HAVRE France,NONE,NONE,NONE,NONE,NONE,120,RUE JULES SIEGFRIED,NONE,76600,LE HAVRE,FRANCE,NONE,BATIMENT FRET,TERMINAL IRLANDE,NONE,NONE,NONE,QUAI DE SOUTHAMPTON,NONE,76600,LE HAVRE,FRANCE,NoMatch
TREMBLAYE MULTITRANSPORTS,17 Rue Andr Citron 72000 LE MANS France,TREMBLAYE LOGISTIQUE,RUE HIPPOLYTE FOUCAULT ZI NORD 72000 LE MANS France,NONE,NONE,NONE,NONE,NONE,17,RUE ANDR CITRON,NONE,72000,LE MANS,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE NORD,NONE,NONE,RUE HIPPOLYTE FOUCAULT,NONE,72000,LE MANS,FRANCE,NoMatch
TLC - TRANSPORTS LOCATION COMMAGNAC,avenue Michel Grandou 24750 TRELISSAC France,JARDEL SERVICES,47 AV DE L AUTOMOBILE 24750 TRELISSAC France,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE MICHEL GRANDOU,NONE,24750,TRELISSAC,FRANCE,NONE,NONE,NONE,NONE,NONE,47,AVENUE DE L AUTOMOBILE,NONE,24750,TRELISSAC,FRANCE,NoMatch
OVALIE TRANSPORTS,"ZI Croix Sud - 1, avenue du Forum 11100 NARBONNE France",M SOPHIEN DBILI L'EPICERIE DE L'OVALIE,14 AV DE TOULOUSE L'EPICERIE DE L'OVALIE 11100 NARBONNE France,NONE,NONE,NONE,ZONE INDUSTRIELLE CROIX SUD,NONE,1,AVENUE DU FORUM,NONE,11100,NARBONNE,FRANCE,NONE,NONE,NONE,L'EPICERIE DE L'OVALIE,NONE,14,AVENUE DE TOULOUSE,NONE,11100,NARBONNE,FRANCE,NoMatch
TRANSPORTS LE BERRE,ZAC de la liodiere 37300 JOUE LES TOURS France,TRANSPORTS LE BERRE,13 RUE DE LA LIODIERE ZAC DE LA LIODIERE NO 2 37300 JOUE LES TOURS France,NONE,NONE,NONE,ZONE ARTISANALEC DE LA LIODIERE,NONE,13,NONE,NONE,37300,JOUE LES TOURS,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC DE LA LIODIERE NO 2,NONE,13,RUE DE LA LIODIERE,NONE,37300,JOUE LES TOURS,FRANCE,PartialMatch
TRANSPORTS PEROCHEAU,1 alle de l Europe 85670 SAINT CHRISTOPHE DU LIGNERON France,TRANSPORTS PEROCHEAU TRANSPORTS PEROCHEAU SAS,PARC ACTIVITES JOSEPHINE 85670 SAINT CHRISTOPHE DU LIGNERON France,NONE,NONE,NONE,NONE,NONE,1,ALLE DE L EUROPE,NONE,85670,SAINT CHRISTOPHE,FRANCE,NONE,NONE,NONE,PARC ACTIVITE JOSEPHINE,NONE,NONE,NONE,NONE,85670,SAINT CHRISTOPHE,FRANCE,NoMatch
TRANSLOCAUTO,23 rue des Livraindires 28100 DREUX France,AECSD ASSOCIATION EDUCATIVE CULTURELLE SPORTIVE DREUX,34 RUE DES RIOTTES 28100 DREUX France,NONE,NONE,NONE,NONE,NONE,23,RUE DES LIVRAINDIRES,NONE,28100,DREUX,FRANCE,NONE,NONE,NONE,NONE,NONE,34,RUE DES RIOTTES,NONE,28100,DREUX,FRANCE,NoMatch
DFENSE 2000 COURSES,8 Square Lon Blum 92800 PUTEAUX France,MONSIEUR TIMOTHEE TCHEKOUNANG,35 RUE DE LA REPUBLIQUE APT 903 92800 PUTEAUX France,NONE,NONE,NONE,NONE,NONE,8,SQUARE LON BLUM,NONE,92800,PUTEAUX,FRANCE,APPARTEMENT 903,NONE,NONE,NONE,NONE,35,RUE DE LA REPUBLIQUE,NONE,92800,PUTEAUX,FRANCE,NoMatch
BST LA CRAU,701 chemin de la Vaille 83260 LA CRAU France,B S T,RUE RUDOLF DIESEL 83260 LA CRAU France,NONE,NONE,NONE,NONE,NONE,701,CHEMIN DE LA VAILLE,NONE,83260,LA CRAU,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE RUDOLF DIESEL,NONE,83260,LA CRAU,FRANCE,NoMatch
TRANSPORTS VINCENT,853 Avenue des marchs - ZI carpem sud 84200 CARPENTRAS France,M VINCENT DELAUNAY,60 IMP PIERRE BEAUMARCHAIS RESIDENCE JARDINS DE LA FONTAINE 84200 CARPENTRAS France,NONE,NONE,NONE,ZONE INDUSTRIELLE CARPEM SUD,NONE,853,AVENUE DES MARCHS,NONE,84200,CARPENTRAS,FRANCE,NONE,RESIDENCE JARDINS DE LA FONTAINE,NONE,NONE,NONE,60,IMPASSE PIERRE BEAUMARCHAIS,NONE,84200,CARPENTRAS,FRANCE,NoMatch
TRANSPORTS VINCENT,853 Avenue des marchs - ZI carpem sud 84200 CARPENTRAS France,ENTREPRISE MENUISERIE PIERRE VINCENT ENTREPRISE G\XE9N\XE9RALE DE MENUISERIE PIERRE VINCENT,408 RTE DE MONTEUX 84200 CARPENTRAS France,NONE,NONE,NONE,ZONE INDUSTRIELLE CARPEM SUD,NONE,853,AVENUE DES MARCHS,NONE,84200,CARPENTRAS,FRANCE,NONE,NONE,NONE,NONE,NONE,408,ROUTE DE MONTEUX,NONE,84200,CARPENTRAS,FRANCE,NoMatch
TRANS ROUTIERE,28 av Frres Lumire 78190 TRAPPES France,DELLYS TRANS,3 RUE ALEXANDRA DAVID NEEL 78190 TRAPPES France,NONE,NONE,NONE,NONE,NONE,28,AVENUE FRRES LUMIRE,NONE,78190,TRAPPES,FRANCE,NONE,NONE,NONE,NONE,NONE,3,RUE ALEXANDRA DAVID NEEL,NONE,78190,TRAPPES,FRANCE,NoMatch
TRANSPORTS REY,March International Saint-Charles BP 20 66011 PERPIGNAN Cdex France,M HENRI REY,36 RUE HENRI LE CHATELIER 66100 PERPIGNAN France,NONE,NONE,NONE,MARCH INTERNATIONAL SAINT CHARLES,NONE,NONE,NONE,BP 20,66011,PERPIGNAN,FRANCE,NONE,NONE,NONE,NONE,NONE,36,RUE HENRI LE CHATELIER,NONE,66100,PERPIGNAN,FRANCE,NoMatch
TRANSPORTS REY,March International Saint-Charles BP 20 66011 PERPIGNAN Cdex France,PHILIPPE REY SA-TRANSIT TRANSPORTS PHILIPPE REY,119 RUE DE PROVENCE 119 125 MIN SAINT CHARLES 66000 PERPIGNAN France,NONE,NONE,NONE,MARCH INTERNATIONAL SAINT CHARLES,NONE,NONE,NONE,BP 20,66011,PERPIGNAN,FRANCE,NONE,NONE,NONE,NONE,NONE,119,RUE DE PROVENCE,NONE,66000,PERPIGNAN,FRANCE,NoMatch
WEBER TRANSPORT ET LOGISTIQUE,10 Grande Rue 68121 URBES France,WEBER TRANSPORTS ET LOGISTIQUE,10 RUE PRINCIPALE 68121 URBES France,NONE,NONE,NONE,NONE,NONE,10,GRANDE RUE,NONE,68121,URBES,FRANCE,NONE,NONE,NONE,NONE,NONE,10,RUE PRINCIPALE,NONE,68121,URBES,FRANCE,NoMatch
TRANSLOCAD,119 Rue Pierre Brizon 59810 LESQUIN France,SCHENKER FRANCE DB SCHENKER,RUE DES SAPINS PARC DU MELANTOIS 59810 LESQUIN France,NONE,NONE,NONE,NONE,NONE,119,RUE PIERRE BRIZON,NONE,59810,LESQUIN,FRANCE,NONE,NONE,NONE,PARC ACTIVITERC DU MELANTOIS,NONE,NONE,RUE DES SAPINS,NONE,59810,LESQUIN,FRANCE,NoMatch
CALBERSON 33 BORDEAUX,Zone de Frt de Bruges - rue Henri Delattre 33521 BRUGES Cdex France,BOURGEY MONTREUIL AQUITAINE,RUE DE BARCELONE CENTRE DE FRET BAT 1 E 33520 BRUGES France,NONE,NONE,NONE,ZONE DE FRT DE BRUGES,NONE,NONE,RUE HENRI DELATTRE,NONE,33521,BRUGES,FRANCE,NONE,BATIMENT 1 E,NONE,CENTRE DE FRET,NONE,NONE,RUE DE BARCELONE,NONE,33520,BRUGES,FRANCE,NoMatch
RIPOCHE TRANSPORTS,Z.I. EVRE ET LOIRE 49600 BEAUPREAU France,M DANY RIPOCHE,6 CHE DE LA BASSE GOULARDIERE LA JUBAUDIERE 49510 BEAUPREAU EN MAUGES France,NONE,NONE,NONE,ZONE INDUSTRIELLE EVRE ET LOIRE,NONE,NONE,NONE,NONE,49600,BEAUPREAU,FRANCE,NONE,NONE,NONE,NONE,NONE,6,CHEMIN DE LA BASSE GOULARDIERE LA JUBAUDIERE,NONE,49510,BEAUPREAU,FRANCE,NoMatch
TRANSPORTS PAITIER,ZI De Tirpen 56140 MALESTROIT France,A.B.C. PAITIER,5 RUE ZI DE TIRPEN ZI DE SAINT ELOI 56140 MALESTROIT France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE TIRPEN,NONE,NONE,NONE,NONE,56140,MALESTROIT,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE TIRPEN ZONE INDUSTRIELLE DE SAINT ELOI,NONE,5,RUE,NONE,56140,MALESTROIT,FRANCE,PartialMatch
TRANSPORTS PLANE,Les vignes des Montels - RD 402 BP 20 63118 CEBAZAT France,PLANE LOGISTIQUE,VIGNES DES MONTELS ZI DE LADOUX 63118 CEBAZAT France,NONE,NONE,NONE,LES VIGNES DES MONTELS,NONE,NONE,NONE,BP 20,63118,CEBAZAT,FRANCE,NONE,NONE,NONE,VIGNES DES MONTELS ZONE INDUSTRIELLE DE LADOUX,NONE,NONE,NONE,NONE,63118,CEBAZAT,FRANCE,PartialMatch
GROUPE NORMANDIE LOGISTIQUE,rue de Madagascar BP 10 76173 ROUEN Cedex France,GROUPE GUERET,PL BERNARD TISSOT 76000 ROUEN France,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE MADAGASCAR,BP 10,76173,ROUEN,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE BERNARD TISSOT,NONE,76000,ROUEN,FRANCE,NoMatch
GROUPE NORMANDIE LOGISTIQUE,rue de Madagascar BP 10 76173 ROUEN Cedex France,VOXENS GROUPE,73 RUE MARTAINVILLE 76000 ROUEN France,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE MADAGASCAR,BP 10,76173,ROUEN,FRANCE,NONE,NONE,NONE,NONE,NONE,73,RUE MARTAINVILLE,NONE,76000,ROUEN,FRANCE,NoMatch
TTOM,PAE Imm Frigodom 2etage 97354 REMIRE MONTJOLY France,TTOM,ZONE INDUSTRIELLE DEGRAD CANNES PARCELLES 78 79 80 97354 REMIRE MONTJOLY France,ETAGE 2,IMMEUBLE FRIGODOM,NONE,NONE,NONE,NONE,AVENUE,NONE,97354,REMIRE MONTJOLY,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DEGRAD CANNES PARC ACTIVITERC ELLES 78 79 80,NONE,NONE,NONE,NONE,97354,REMIRE MONTJOLY,FRANCE,NoMatch
LOGISTIQUE TRANSPORT TROYENS,2 route de Verrires 10800 BUCHERES France,SOCIETE LOGISTIQUE DISTRIBUTION SOLODI SOC LOGISTIQUE DE DISTRIBUTION,ZAC DU PARC LOGISTIQUE DE L AUBE 10800 BUCHERES France,NONE,NONE,NONE,NONE,NONE,2,ROUTE DE VERRIRES,NONE,10800,BUCHERES,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC DU PARC ACTIVITERC LOGISTIQUE DE L AUBE,NONE,NONE,NONE,NONE,10800,BUCHERES,FRANCE,NoMatch
TTOM 59,1/7 rue de la rpublique 59140 DUNKERQUE France,TTOM TRAMAR TRANSIT OUTRE-MER,1 PL DE LA REPUBLIQUE 1 7 59140 DUNKERQUE France,NONE,NONE,NONE,NONE,NONE,1,RUE DE LA RPUBLIQUE,NONE,59140,DUNKERQUE,FRANCE,NONE,NONE,NONE,NONE,NONE,1,PLACE DE LA REPUBLIQUE,NONE,59140,DUNKERQUE,FRANCE,Match
SMTRT,ZAC Arboria - 400 rue des Merisiers 31 45701 PANNES France,LABELIANS,AV DES PLATANES ARBORIA 1 PARK ZAC 45700 PANNES France,NONE,NONE,NONE,ZONE ARTISANALEC ARBORIA,NONE,400,RUE DES MERISIERS,NONE,45701,PANNES,FRANCE,NONE,NONE,NONE,PARC ACTIVITERK ZONE ARTISANALEC,NONE,1,AVENUE DES PLATANES ARBORIA,NONE,45700,PANNES,FRANCE,NoMatch
LYSEO,15 Avenue de l'Industrie 69960 CORBAS France,B & B INTERNATIONAL SAS,15 AV DE L INDUSTRIE ZI DE VENISSIEUX CORBAS SAINT PRIEST 69960 CORBAS France,NONE,NONE,NONE,NONE,NONE,15,AVENUE DE L'INDUSTRIE,NONE,69960,CORBAS,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE VENISSIEUX CORBAS SAINT PRIEST,NONE,15,AVENUE DE L INDUSTRIE,NONE,69960,CORBAS,FRANCE,Match
TRANSPORTS MATHIEU,ZI DE THIBAUD - 57 BD DE THIBAUD 31100 TOULOUSE France,MATHIEU PARFUMS DE FLEURS,69 AV ALBERT BEDOUCE 31400 TOULOUSE France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE THIBAUD,NONE,57,BOULEVARD DE THIBAUD,NONE,31100,TOULOUSE,FRANCE,NONE,NONE,NONE,NONE,NONE,69,AVENUE ALBERT BEDOUCE,NONE,31400,TOULOUSE,FRANCE,NoMatch
AGENEAU TRANSPORTS,21 Rue de la Sarthe ZI Dbardire BP 90 49308 CHOLET CEDEX France,CARREFOUR SUPPLY CHAIN,1 RUE JEAN PIERRE AGENEAU 49300 CHOLET France,NONE,NONE,NONE,ZONE INDUSTRIELLE DBARDIRE,NONE,21,RUE DE LA SARTHE,BP 90,49308,CHOLET,FRANCE,NONE,NONE,NONE,NONE,NONE,1,RUE JEAN PIERRE AGENEAU,NONE,49300,CHOLET,FRANCE,NoMatch
MATHIEU TRANSPORTS,ZI LA MOUCHE - 69 RUE JULES GUESDE 69230 SAINT GENIS LAVAL France,MME MARAL YERAMIAN,9 PL MATHIEU JABOULAY BATIMENT COUR 69230 SAINT GENIS LAVAL France,NONE,NONE,NONE,ZONE INDUSTRIELLE LA MOUCHE,NONE,69,RUE JULES GUESDE,NONE,69230,SAINT GENIS LAVAL,FRANCE,NONE,BATIMENT COUR,NONE,NONE,NONE,9,PLACE MATHIEU JABOULAY,NONE,69230,SAINT,FRANCE,NoMatch
C.M.A.,Z.A Chesnes - Rue du Morellon 38290 ST QUENTIN FALLAVIER France,CMA CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE,9 T RUE DE LA POMME ROUGE 02100 SAINT QUENTIN France,NONE,NONE,NONE,ZONE ARTISANALE CHESNES,NONE,NONE,RUE DU MORELLON,NONE,38290,SAINT QUENTIN,FRANCE,NONE,NONE,NONE,NONE,NONE,9 T,RUE DE LA POMME ROUGE,NONE,2100,SAINT QUENTIN,FRANCE,NoMatch
HENRY JOHNSON SONS &  CO LDT,Orly frt n655 94393 Orly Arogare Cedex France,HENRY JOHNSON SONS & CO HENRY JOHNSON SONS ET CO LTD,RUE DE LA SOIE ZONE CARGO BATIMENT 250 HALL A 94310 ORLY France,NONE,NONE,ORLY FRT ORLY AEROGARE,NONE,NONE,NUMERO 655,NONE,NONE,94393,ORLY,FRANCE,NONE,BATIMENT 250 HALL A,NONE,ZONE CARGO,NONE,NONE,RUE DE LA SOIE,NONE,94310,ORLY,FRANCE,NoMatch
LACASSAGNE,21 Zi de Marticot BP 4 33611 CESTAS France,ARLIANE DIAG FL,8 CHEMIN DE LA TUILIERE 33610 CESTAS France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE MARTICOT,NONE,NONE,NONE,BP 4,33611,CESTAS,FRANCE,NONE,NONE,NONE,NONE,NONE,8,CHEMIN DE LA TUILIERE,NONE,33610,CESTAS,FRANCE,NoMatch
LACASSAGNE,21 Zi de Marticot BP 4 33611 CESTAS France,LACASSAGNE TRANSPORTS LACASSAGNE,15 CHE DE MARTICOT 33610 CESTAS France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE MARTICOT,NONE,NONE,NONE,BP 4,33611,CESTAS,FRANCE,NONE,NONE,NONE,NONE,NONE,15,CHEMIN DE MARTICOT,NONE,33610,CESTAS,FRANCE,PartialMatch
LADOUX TRANSPORTS,33 Rue Paul Doumer 15000 AURILLAC France,OLANO LADOUX,20 AV DU GARRIC PARC D'ACTIVITES DE TRONQUIERES 15000 AURILLAC France,NONE,NONE,NONE,NONE,NONE,33,RUE PAUL DOUMER,NONE,15000,AURILLAC,FRANCE,NONE,NONE,NONE,PARC ACTIVITERC D'ACTIVITES DE TRONQUIERES,NONE,20,AVENUE DU GARRIC,NONE,15000,AURILLAC,FRANCE,NoMatch
TTOM,Immeuble Frigodom 1er tage 97200 Fort De France France,FRIGODOM,ZIP POINTE DES GRIVES 97200 FORT DE FRANCE France,ETAGE 1,IMMEUBLE FRIGODOM,NONE,NONE,NONE,NONE,NONE,NONE,97200,FORT DE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLEP POINTE DES GRIVES,NONE,NONE,NONE,NONE,97200,FORT DE FRANCE,FRANCE,NoMatch
ROUTIERS BRETONS,ZI Lavoisier BP 1 35174 BRUZ France,LES ROUTIERS BRETONS LES ROUTIERS BRETONS S.A.S,11 AV LAVOISIER 35170 BRUZ France,NONE,NONE,NONE,ZONE INDUSTRIELLE LAVOISIER,NONE,11,NONE,BP 1,35174,BRUZ,FRANCE,NONE,NONE,NONE,NONE,NONE,11,AVENUE LAVOISIER,NONE,35170,BRUZ,FRANCE,PartialMatch
QUIL TRANSPORTS,12 Alle Frnes Parc Haye 54840 VELAINE EN HAYE France,TRANSPORTS QUIL TRANSPORT QUIL,12 RTE DES FRENES ZONE INDUSTRIELLE 54840 BOIS DE HAYE France,NONE,NONE,NONE,PARC ACTIVITERC HAYE,NONE,12,ALLE FRNES,NONE,54840,BOIS DE HAYE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE HAYE,NONE,12,ROUTE DES FRENES,NONE,54840,BOIS DE HAYE,FRANCE,Match
SOCIETE LOGISTIQUE TRANSPORTS,1 Route de Sille le Guillaume 72350 BRULON France,SERVICE LOGISTIQUE TRANSPORTS,1 RUE DES GATS ZI OUEST 72350 BRULON France,NONE,NONE,NONE,NONE,NONE,1,ROUTE DE SILLE LE GUILLAUME,NONE,72350,BRULON,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE OUEST,NONE,1,RUE DES GATS,NONE,72350,BRULON,FRANCE,NoMatch
TRANSPORT JAMMET SAS,ZI du cormier 6 square nicolas appart 49300 CHOLET France,TRANSPORTS JAMMET,RUE CHARLES TELLIER 49300 CHOLET France,NONE,NONE,NONE,ZONE INDUSTRIELLE DU CORMIER,NONE,6,SQUARE NICOLAS APPART,NONE,49300,CHOLET,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE CHARLES TELLIER,NONE,49300,CHOLET,FRANCE,NoMatch
MESPLES ET FILS,Bourg 64300 SALLES MONTGISCARD France,STE EXPLOITATION TRANSPORTS MESPLES TRANSPORTS MESPL\XE8S,128 RTE DEPARTEMENTALE 29 64300 SALLES MONGISCARD France,NONE,NONE,NONE,BOURG,NONE,NONE,NONE,NONE,64300,SALLES MONTGISCARD,FRANCE,NONE,NONE,NONE,NONE,NONE,128,ROUTE DEPARTEMENTALE 29,NONE,64300,SALLES MONGISCARD,FRANCE,NoMatch
TRANSPORTS TRAZIT,Route de Bordeaux 47202 MARMANDE France,TRANSPORTS TRAZIT TRAZIT TRANSPORTS,7 AV FRANCOIS MITTERRAND THIVRAS 47200 MARMANDE France,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE BORDEAUX,NONE,47202,MARMANDE,FRANCE,NONE,NONE,NONE,NONE,NONE,7,AVENUE FRANCOIS MITTERRAND THIVRAS,NONE,47200,MARMANDE,FRANCE,NoMatch
LOIRE TRANS COURSES,Alle de l'Europe 42480 LA FOUILLOUSE France,TRANS-VIAL,15 AV DE LA GARE 42480 LA FOUILLOUSE France,NONE,NONE,NONE,NONE,NONE,NONE,ALLE DE L'EUROPE,NONE,42480,LA FOUILLOUSE,FRANCE,NONE,NONE,NONE,NONE,NONE,15,AVENUE DE LA GARE,NONE,42480,LA FOUILLOUSE,FRANCE,NoMatch
TRANSPORTS LAHAYE,61-63 rue Lafontaine 33560 CARBONBLANC France,TRANSPORTS LAHAYE,10 RUE ANDRE MARIE AMPERE 33560 CARBON BLANC France,NONE,NONE,NONE,NONE,NONE,61,RUE LAFONTAINE,NONE,33560,CARBONBLANC,FRANCE,NONE,NONE,NONE,NONE,NONE,10,RUE ANDRE MARIE AMPERE,NONE,33560,CARBON BLANC,FRANCE,NoMatch
